"date","geography","geography code","Rural Urban","Sex: All persons; Occupation: All categories: Occupation; measures: Value","Sex: All persons; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: All persons; Occupation: 2. Professional occupations; measures: Value","Sex: All persons; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: All persons; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: All persons; Occupation: 5. Skilled trades occupations; measures: Value","Sex: All persons; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: All persons; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: All persons; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: All persons; Occupation: 9. Elementary occupations; measures: Value","Sex: Males; Occupation: All categories: Occupation; measures: Value","Sex: Males; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Males; Occupation: 2. Professional occupations; measures: Value","Sex: Males; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Males; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Males; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Males; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Males; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Males; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Males; Occupation: 9. Elementary occupations; measures: Value","Sex: Females; Occupation: All categories: Occupation; measures: Value","Sex: Females; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Females; Occupation: 2. Professional occupations; measures: Value","Sex: Females; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Females; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Females; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Females; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Females; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Females; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Females; Occupation: 9. Elementary occupations; measures: Value"
"2011","E00065462","E00065462","Total",85,6,7,10,9,11,9,5,7,21,42,4,2,5,2,9,1,1,4,14,43,2,5,5,7,2,8,4,3,7
"2011","E00065475","E00065475","Total",163,17,25,17,16,22,16,16,19,15,82,9,10,11,2,19,3,3,18,7,81,8,15,6,14,3,13,13,1,8
"2011","E00065493","E00065493","Total",162,14,37,20,25,17,18,10,10,11,91,10,19,15,6,16,6,4,10,5,71,4,18,5,19,1,12,6,0,6
"2011","E00065494","E00065494","Total",109,9,23,15,18,19,7,5,3,10,56,8,9,12,2,17,1,1,2,4,53,1,14,3,16,2,6,4,1,6
"2011","E00065452","E00065452","Total",148,26,28,15,13,28,11,8,5,14,78,16,12,11,1,22,0,2,5,9,70,10,16,4,12,6,11,6,0,5
"2011","E00065495","E00065495","Total",181,32,32,19,20,22,19,12,11,14,93,21,15,10,3,22,3,4,9,6,88,11,17,9,17,0,16,8,2,8
"2011","E00065497","E00065497","Total",98,13,13,13,8,16,11,5,10,9,55,5,8,10,3,16,0,0,9,4,43,8,5,3,5,0,11,5,1,5
"2011","E00065498","E00065498","Total",217,30,28,24,17,51,23,6,10,28,118,14,15,13,4,45,3,3,7,14,99,16,13,11,13,6,20,3,3,14
"2011","E00065499","E00065499","Total",73,14,11,13,8,12,5,1,4,5,40,6,4,9,2,11,1,1,3,3,33,8,7,4,6,1,4,0,1,2
"2011","E00065458","E00065458","Total",196,16,27,22,13,25,18,22,23,30,106,12,11,13,4,21,1,8,22,14,90,4,16,9,9,4,17,14,1,16
"2011","E00065460","E00065460","Total",184,27,26,12,18,29,18,20,18,16,100,18,10,9,7,26,2,3,15,10,84,9,16,3,11,3,16,17,3,6
"2011","E00065461","E00065461","Total",62,10,13,10,7,2,7,7,2,4,34,8,6,8,2,2,1,4,1,2,28,2,7,2,5,0,6,3,1,2
"2011","E00065476","E00065476","Total",80,7,11,8,7,12,6,6,8,15,43,5,5,6,1,10,2,1,7,6,37,2,6,2,6,2,4,5,1,9
"2011","E00175351","E00175351","Total",186,14,24,20,19,28,20,11,24,26,98,8,9,9,3,27,3,2,22,15,88,6,15,11,16,1,17,9,2,11
"2011","E00175353","E00175353","Total",201,26,24,41,21,19,17,22,13,18,103,15,11,23,6,13,3,7,11,14,98,11,13,18,15,6,14,15,2,4
"2011","E00065515","E00065515","Total",151,17,24,13,15,25,14,14,9,20,80,11,9,6,4,22,2,6,9,11,71,6,15,7,11,3,12,8,0,9
"2011","E00065516","E00065516","Total",141,20,23,20,12,21,11,11,9,14,72,13,9,9,2,20,1,1,8,9,69,7,14,11,10,1,10,10,1,5
"2011","E00065518","E00065518","Total",123,12,22,15,12,14,12,11,11,14,60,7,12,8,1,10,1,4,11,6,63,5,10,7,11,4,11,7,0,8
"2011","E00065519","E00065519","Total",115,9,22,24,11,15,9,3,8,14,62,7,9,13,2,12,2,2,6,9,53,2,13,11,9,3,7,1,2,5
"2011","E00065521","E00065521","Total",124,20,24,9,6,25,12,8,5,15,67,12,9,5,1,23,3,1,4,9,57,8,15,4,5,2,9,7,1,6
"2011","E00065544","E00065544","Total",140,20,21,12,12,19,15,13,9,19,75,16,8,6,2,17,3,5,8,10,65,4,13,6,10,2,12,8,1,9
"2011","E00066205","E00066205","Total",183,33,25,21,28,28,11,12,9,16,100,24,15,16,5,24,0,1,6,9,83,9,10,5,23,4,11,11,3,7
"2011","E00066210","E00066210","Total",200,42,40,18,14,31,11,4,14,26,102,25,16,7,0,23,2,2,13,14,98,17,24,11,14,8,9,2,1,12
"2011","E00066234","E00066234","Total",151,24,30,20,13,25,13,5,6,15,81,19,12,11,2,22,1,2,5,7,70,5,18,9,11,3,12,3,1,8
"2011","E00066245","E00066245","Total",76,8,15,9,5,15,9,2,2,11,34,5,5,2,1,14,1,0,0,6,42,3,10,7,4,1,8,2,2,5
"2011","E00175358","E00175358","Total",151,25,23,16,18,25,15,5,5,19,78,17,7,9,3,24,2,2,4,10,73,8,16,7,15,1,13,3,1,9
"2011","E00175359","E00175359","Total",144,23,21,13,14,22,16,8,5,22,74,12,11,7,2,20,1,2,5,14,70,11,10,6,12,2,15,6,0,8
"2011","E00065862","E00065862","Total",180,37,26,14,24,29,10,11,14,15,96,25,11,5,3,25,1,6,11,9,84,12,15,9,21,4,9,5,3,6
"2011","E00065900","E00065900","Total",158,33,42,18,16,16,10,5,6,12,84,22,23,8,1,14,2,2,5,7,74,11,19,10,15,2,8,3,1,5
"2011","E00065901","E00065901","Total",140,23,28,22,8,24,7,7,9,12,78,12,14,12,1,19,1,2,9,8,62,11,14,10,7,5,6,5,0,4
"2011","E00065902","E00065902","Total",141,18,23,18,18,14,13,17,6,14,64,12,9,11,3,11,0,3,6,9,77,6,14,7,15,3,13,14,0,5
"2011","E00065907","E00065907","Total",178,23,52,27,19,15,12,13,7,10,90,17,26,13,2,14,1,4,7,6,88,6,26,14,17,1,11,9,0,4
"2011","E00065861","E00065861","Total",198,38,35,24,19,35,9,11,8,19,103,18,18,16,2,30,1,4,7,7,95,20,17,8,17,5,8,7,1,12
"2011","E00065903","E00065903","Total",121,24,23,24,19,9,6,7,4,5,65,17,11,14,5,9,2,1,4,2,56,7,12,10,14,0,4,6,0,3
"2011","E00065904","E00065904","Total",164,27,35,16,24,22,8,12,9,11,93,18,20,6,3,20,5,4,9,8,71,9,15,10,21,2,3,8,0,3
"2011","E00065905","E00065905","Total",190,26,37,19,20,23,16,14,14,21,96,14,19,12,5,20,4,1,11,10,94,12,18,7,15,3,12,13,3,11
"2011","E00065906","E00065906","Total",201,14,29,27,23,27,24,17,17,23,103,10,14,14,3,24,3,6,16,13,98,4,15,13,20,3,21,11,1,10
"2011","E00065889","E00065889","Total",162,22,32,13,24,16,15,15,13,12,84,14,14,10,4,14,4,4,13,7,78,8,18,3,20,2,11,11,0,5
"2011","E00065891","E00065891","Total",174,32,31,24,21,14,13,18,6,15,90,23,10,17,5,12,1,8,5,9,84,9,21,7,16,2,12,10,1,6
"2011","E00065894","E00065894","Total",133,23,43,21,16,6,11,8,4,1,72,18,23,14,2,5,3,2,4,1,61,5,20,7,14,1,8,6,0,0
"2011","E00065895","E00065895","Total",178,35,40,18,12,19,13,15,11,15,89,23,19,9,2,13,1,4,10,8,89,12,21,9,10,6,12,11,1,7
"2011","E00065896","E00065896","Total",128,16,19,15,18,21,13,6,10,10,69,10,8,8,4,20,2,1,9,7,59,6,11,7,14,1,11,5,1,3
"2011","E00065897","E00065897","Total",145,15,37,21,23,15,11,6,5,12,75,14,17,12,1,14,0,3,5,9,70,1,20,9,22,1,11,3,0,3
"2011","E00065890","E00065890","Total",213,23,33,32,29,21,21,16,14,24,110,19,14,20,8,20,3,3,13,10,103,4,19,12,21,1,18,13,1,14
"2011","E00065892","E00065892","Total",191,17,28,17,14,29,21,20,21,24,98,8,11,10,2,23,4,10,21,9,93,9,17,7,12,6,17,10,0,15
"2011","E00065893","E00065893","Total",149,10,37,22,14,18,18,10,11,9,74,8,14,14,2,17,1,4,10,4,75,2,23,8,12,1,17,6,1,5
"2011","E00065898","E00065898","Total",98,13,15,8,7,9,11,10,6,19,45,6,7,6,3,9,0,1,5,8,53,7,8,2,4,0,11,9,1,11
"2011","E00065899","E00065899","Total",156,13,22,18,16,21,19,9,15,23,83,10,10,10,3,21,2,3,12,12,73,3,12,8,13,0,17,6,3,11
"2011","E00066198","E00066198","Total",146,25,42,14,15,24,8,9,4,5,78,15,23,8,1,22,2,1,3,3,68,10,19,6,14,2,6,8,1,2
"2011","E00066203","E00066203","Total",105,13,18,12,10,19,5,8,6,14,57,6,7,7,2,18,0,3,5,9,48,7,11,5,8,1,5,5,1,5
"2011","E00066204","E00066204","Total",221,41,44,25,21,30,22,10,12,16,120,28,23,12,5,27,2,3,11,9,101,13,21,13,16,3,20,7,1,7
"2011","E00066241","E00066241","Total",114,17,19,14,19,20,7,8,2,8,59,12,7,8,4,19,1,2,1,5,55,5,12,6,15,1,6,6,1,3
"2011","E00175338","E00175338","Total",132,22,24,19,18,19,11,6,4,9,65,12,11,14,1,16,1,2,3,5,67,10,13,5,17,3,10,4,1,4
"2011","E00175339","E00175339","Total",220,17,16,41,17,33,18,11,17,50,146,14,7,30,5,32,4,1,12,41,74,3,9,11,12,1,14,10,5,9
"2011","E00065502","E00065502","Total",123,27,9,5,13,28,11,7,11,12,62,13,2,4,1,23,2,0,11,6,61,14,7,1,12,5,9,7,0,6
"2011","E00065503","E00065503","Total",136,8,14,17,16,25,13,9,11,23,72,5,7,7,4,20,2,3,9,15,64,3,7,10,12,5,11,6,2,8
"2011","E00065540","E00065540","Total",147,25,16,12,14,23,15,7,16,19,75,17,2,9,1,17,6,1,15,7,72,8,14,3,13,6,9,6,1,12
"2011","E00065541","E00065541","Total",164,26,30,18,16,30,15,10,9,10,84,10,11,11,4,29,3,3,9,4,80,16,19,7,12,1,12,7,0,6
"2011","E00065543","E00065543","Total",93,13,10,7,8,20,9,5,12,9,55,7,8,4,1,17,1,1,11,5,38,6,2,3,7,3,8,4,1,4
"2011","E00065501","E00065501","Total",227,24,45,22,30,35,18,13,17,23,109,11,23,9,2,29,2,1,17,15,118,13,22,13,28,6,16,12,0,8
"2011","E00065513","E00065513","Total",145,32,21,13,12,34,9,8,4,12,75,21,9,4,4,25,2,2,4,4,70,11,12,9,8,9,7,6,0,8
"2011","E00065522","E00065522","Total",81,20,6,4,13,18,6,4,5,5,42,13,2,0,2,16,1,1,4,3,39,7,4,4,11,2,5,3,1,2
"2011","E00065536","E00065536","Total",215,39,34,23,23,45,16,5,7,23,121,27,12,14,4,40,2,2,7,13,94,12,22,9,19,5,14,3,0,10
"2011","E00065537","E00065537","Total",191,27,27,22,20,22,17,15,18,23,101,16,11,14,3,22,2,3,18,12,90,11,16,8,17,0,15,12,0,11
"2011","E00065504","E00065504","Total",120,11,6,8,11,26,22,5,16,15,67,6,1,5,2,23,3,1,16,10,53,5,5,3,9,3,19,4,0,5
"2011","E00065505","E00065505","Total",145,26,11,7,15,43,7,9,9,18,75,16,4,4,0,32,0,3,6,10,70,10,7,3,15,11,7,6,3,8
"2011","E00065506","E00065506","Total",240,41,49,35,29,40,9,6,12,19,133,30,22,25,5,35,1,0,11,4,107,11,27,10,24,5,8,6,1,15
"2011","E00065507","E00065507","Total",156,14,28,25,17,31,19,6,9,7,76,9,5,13,5,28,2,1,9,4,80,5,23,12,12,3,17,5,0,3
"2011","E00065508","E00065508","Total",160,29,24,19,26,26,11,8,8,9,86,20,9,12,4,22,2,2,8,7,74,9,15,7,22,4,9,6,0,2
"2011","E00065823","E00065823","Total",142,27,13,14,6,28,12,17,10,15,80,18,8,7,0,22,2,6,8,9,62,9,5,7,6,6,10,11,2,6
"2011","E00065824","E00065824","Total",137,33,22,3,15,29,10,9,7,9,72,22,7,1,0,23,3,5,7,4,65,11,15,2,15,6,7,4,0,5
"2011","E00065855","E00065855","Total",210,28,27,20,20,45,20,12,18,20,115,16,10,15,2,40,1,1,16,14,95,12,17,5,18,5,19,11,2,6
"2011","E00065856","E00065856","Total",173,12,35,20,17,23,22,12,14,18,93,9,15,13,4,22,2,4,14,10,80,3,20,7,13,1,20,8,0,8
"2011","E00174856","E00174856","Total",171,20,39,16,24,23,15,11,8,15,92,16,21,10,5,21,1,5,7,6,79,4,18,6,19,2,14,6,1,9
"2011","E00175342","E00175342","Total",155,21,26,17,12,23,13,16,13,14,82,11,10,11,2,19,3,6,12,8,73,10,16,6,10,4,10,10,1,6
"2011","E00065863","E00065863","Total",148,11,18,21,18,29,21,11,9,10,79,6,6,16,4,25,4,3,9,6,69,5,12,5,14,4,17,8,0,4
"2011","E00065872","E00065872","Total",168,23,19,20,22,24,12,17,14,17,93,13,12,12,6,22,1,7,13,7,75,10,7,8,16,2,11,10,1,10
"2011","E00065876","E00065876","Total",125,15,8,11,13,20,12,7,15,24,58,7,2,6,1,20,1,3,12,6,67,8,6,5,12,0,11,4,3,18
"2011","E00065885","E00065885","Total",136,11,14,13,20,21,15,12,9,21,62,7,5,9,2,17,0,6,9,7,74,4,9,4,18,4,15,6,0,14
"2011","E00065887","E00065887","Total",268,67,52,32,28,31,22,13,4,19,142,46,32,16,3,24,3,4,3,11,126,21,20,16,25,7,19,9,1,8
"2011","E00065869","E00065869","Total",99,17,19,18,10,10,9,6,4,6,49,11,12,8,1,8,1,2,3,3,50,6,7,10,9,2,8,4,1,3
"2011","E00065870","E00065870","Total",135,24,32,23,16,10,9,7,5,9,78,19,17,14,5,10,1,2,5,5,57,5,15,9,11,0,8,5,0,4
"2011","E00065873","E00065873","Total",101,11,13,16,15,15,9,11,4,7,48,10,5,9,4,13,0,2,4,1,53,1,8,7,11,2,9,9,0,6
"2011","E00065875","E00065875","Total",118,15,21,15,15,14,10,11,8,9,57,7,9,10,3,13,3,3,6,3,61,8,12,5,12,1,7,8,2,6
"2011","E00065884","E00065884","Total",141,20,25,20,19,15,11,5,13,13,80,15,14,12,3,14,1,3,12,6,61,5,11,8,16,1,10,2,1,7
"2011","E00065865","E00065865","Total",259,27,50,37,36,38,22,22,12,15,137,22,28,19,6,32,3,6,12,9,122,5,22,18,30,6,19,16,0,6
"2011","E00065866","E00065866","Total",242,36,50,35,30,24,29,15,10,13,126,23,29,22,8,22,4,3,9,6,116,13,21,13,22,2,25,12,1,7
"2011","E00065882","E00065882","Total",201,19,32,23,12,22,25,21,25,22,98,12,18,6,1,17,2,7,24,11,103,7,14,17,11,5,23,14,1,11
"2011","E00065886","E00065886","Total",94,9,14,10,12,9,13,15,7,5,48,8,8,6,2,8,2,3,7,4,46,1,6,4,10,1,11,12,0,1
"2011","E00065888","E00065888","Total",243,26,37,25,30,40,28,18,18,21,125,19,17,17,6,33,3,3,18,9,118,7,20,8,24,7,25,15,0,12
"2011","E00065867","E00065867","Total",112,13,29,14,7,16,10,8,5,10,54,9,15,5,0,12,2,3,4,4,58,4,14,9,7,4,8,5,1,6
"2011","E00065868","E00065868","Total",160,23,33,19,23,17,16,11,8,10,85,17,16,13,4,16,1,4,6,8,75,6,17,6,19,1,15,7,2,2
"2011","E00065871","E00065871","Total",173,19,18,16,5,20,24,16,23,32,97,9,9,9,0,15,5,9,23,18,76,10,9,7,5,5,19,7,0,14
"2011","E00065874","E00065874","Total",134,12,28,12,16,23,8,9,8,18,69,8,10,8,2,18,1,2,7,13,65,4,18,4,14,5,7,7,1,5
"2011","E00065877","E00065877","Total",172,19,23,20,21,20,21,8,17,23,90,12,13,12,3,15,3,3,16,13,82,7,10,8,18,5,18,5,1,10
"2011","E00065878","E00065878","Total",187,22,40,25,17,27,16,9,11,20,99,13,20,13,3,26,3,3,11,7,88,9,20,12,14,1,13,6,0,13
"2011","E00065879","E00065879","Total",125,9,5,16,9,15,9,17,14,31,69,6,3,8,2,13,1,7,13,16,56,3,2,8,7,2,8,10,1,15
"2011","E00065880","E00065880","Total",131,13,11,14,7,18,18,14,16,20,71,11,6,9,1,14,4,3,15,8,60,2,5,5,6,4,14,11,1,12
"2011","E00065881","E00065881","Total",142,15,21,16,16,17,9,5,14,29,79,10,13,10,3,15,0,1,13,14,63,5,8,6,13,2,9,4,1,15
"2011","E00065883","E00065883","Total",226,18,36,27,21,26,33,21,18,26,114,16,15,16,7,22,5,6,17,10,112,2,21,11,14,4,28,15,1,16
"2011","E00065857","E00065857","Total",158,21,34,26,16,20,11,16,3,11,83,14,17,16,2,17,1,6,3,7,75,7,17,10,14,3,10,10,0,4
"2011","E00065858","E00065858","Total",109,25,15,8,15,16,12,2,7,9,60,17,8,5,1,15,4,0,7,3,49,8,7,3,14,1,8,2,0,6
"2011","E00065859","E00065859","Total",177,21,34,31,17,28,17,6,10,13,93,17,14,17,3,23,1,1,9,8,84,4,20,14,14,5,16,5,1,5
"2011","E00065860","E00065860","Total",150,21,32,20,22,11,17,9,6,12,75,16,15,11,6,11,4,1,6,5,75,5,17,9,16,0,13,8,0,7
"2011","E00065864","E00065864","Total",86,13,18,7,7,9,12,6,5,9,43,10,7,4,2,9,1,3,4,3,43,3,11,3,5,0,11,3,1,6
"2011","E00066199","E00066199","Total",137,16,38,11,13,22,12,6,5,14,73,7,21,9,0,19,2,4,4,7,64,9,17,2,13,3,10,2,1,7
"2011","E00066200","E00066200","Total",49,2,7,5,7,11,7,2,2,6,27,1,3,4,2,9,2,1,1,4,22,1,4,1,5,2,5,1,1,2
"2011","E00066211","E00066211","Total",73,7,12,7,6,14,16,3,0,8,40,5,3,6,1,13,5,1,0,6,33,2,9,1,5,1,11,2,0,2
"2011","E00066212","E00066212","Total",83,12,9,7,8,21,11,2,5,8,39,5,1,2,1,16,4,1,4,5,44,7,8,5,7,5,7,1,1,3
"2011","E00066233","E00066233","Total",123,24,30,8,14,21,7,5,4,10,64,11,16,4,3,20,1,1,3,5,59,13,14,4,11,1,6,4,1,5
"2011","E00066235","E00066235","Total",129,25,27,14,13,22,9,4,4,11,67,16,12,8,2,18,1,2,3,5,62,9,15,6,11,4,8,2,1,6
"2011","E00066243","E00066243","Total",83,8,17,14,4,13,6,2,5,14,47,6,6,10,0,11,1,0,5,8,36,2,11,4,4,2,5,2,0,6
"2011","E00066246","E00066246","Total",115,18,27,7,7,24,10,8,5,9,63,11,12,2,4,21,1,3,4,5,52,7,15,5,3,3,9,5,1,4
"2011","E00065845","E00065845","Total",79,7,14,8,11,10,9,6,8,6,45,3,5,6,5,10,4,2,8,2,34,4,9,2,6,0,5,4,0,4
"2011","E00065846","E00065846","Total",95,11,12,10,13,15,6,10,9,9,48,7,2,6,4,13,2,2,9,3,47,4,10,4,9,2,4,8,0,6
"2011","E00065847","E00065847","Total",160,13,26,13,10,18,25,16,13,26,81,6,9,8,5,17,5,6,12,13,79,7,17,5,5,1,20,10,1,13
"2011","E00065849","E00065849","Total",93,13,18,11,10,14,7,6,8,6,54,12,9,5,4,11,2,0,8,3,39,1,9,6,6,3,5,6,0,3
"2011","E00065850","E00065850","Total",127,13,18,15,10,20,18,11,10,12,59,8,7,8,1,18,1,1,10,5,68,5,11,7,9,2,17,10,0,7
"2011","E00065853","E00065853","Total",116,14,40,15,10,12,3,7,5,10,66,10,20,10,0,12,0,4,5,5,50,4,20,5,10,0,3,3,0,5
"2011","E00065825","E00065825","Total",92,10,10,7,7,16,10,16,7,9,46,4,4,4,1,14,2,6,7,4,46,6,6,3,6,2,8,10,0,5
"2011","E00065843","E00065843","Total",60,6,12,4,7,10,6,3,5,7,31,3,3,3,1,8,3,1,4,5,29,3,9,1,6,2,3,2,1,2
"2011","E00065844","E00065844","Total",89,4,21,6,8,20,11,8,2,9,44,2,13,2,1,16,2,1,2,5,45,2,8,4,7,4,9,7,0,4
"2011","E00065848","E00065848","Total",155,14,24,25,7,26,25,15,11,8,81,9,9,14,1,24,7,5,9,3,74,5,15,11,6,2,18,10,2,5
"2011","E00065851","E00065851","Total",121,20,25,9,10,21,15,8,5,8,64,13,12,6,2,19,2,2,5,3,57,7,13,3,8,2,13,6,0,5
"2011","E00065852","E00065852","Total",114,22,13,16,8,14,8,9,7,17,56,13,5,9,1,11,1,2,7,7,58,9,8,7,7,3,7,7,0,10
"2011","E00065827","E00065827","Total",123,18,23,16,11,14,10,8,11,12,62,14,8,9,2,12,2,1,10,4,61,4,15,7,9,2,8,7,1,8
"2011","E00065828","E00065828","Total",87,11,14,5,7,13,18,5,8,6,49,8,5,4,2,10,6,2,8,4,38,3,9,1,5,3,12,3,0,2
"2011","E00065829","E00065829","Total",134,16,32,14,11,13,14,14,6,14,73,9,14,9,6,10,5,7,6,7,61,7,18,5,5,3,9,7,0,7
"2011","E00065830","E00065830","Total",111,15,21,11,6,16,18,14,2,8,59,9,10,6,2,16,4,6,2,4,52,6,11,5,4,0,14,8,0,4
"2011","E00065831","E00065831","Total",123,10,11,14,17,23,15,12,10,11,63,5,6,10,2,17,3,5,8,7,60,5,5,4,15,6,12,7,2,4
"2011","E00065833","E00065833","Total",54,6,3,1,8,10,9,8,3,6,32,2,2,1,4,9,3,4,2,5,22,4,1,0,4,1,6,4,1,1
"2011","E00065834","E00065834","Total",142,14,15,14,16,24,23,10,7,19,73,9,5,7,3,23,6,4,7,9,69,5,10,7,13,1,17,6,0,10
"2011","E00065835","E00065835","Total",90,15,13,13,7,8,11,10,4,9,45,9,7,7,0,8,3,4,4,3,45,6,6,6,7,0,8,6,0,6
"2011","E00065838","E00065838","Total",129,16,29,18,17,20,7,7,8,7,71,10,13,14,0,20,2,1,8,3,58,6,16,4,17,0,5,6,0,4
"2011","E00065840","E00065840","Total",94,14,11,10,10,11,13,11,7,7,47,8,6,5,2,10,5,0,7,4,47,6,5,5,8,1,8,11,0,3
"2011","E00065841","E00065841","Total",109,12,10,7,13,19,14,15,9,10,57,8,6,3,2,17,2,6,7,6,52,4,4,4,11,2,12,9,2,4
"2011","E00065854","E00065854","Total",132,15,22,11,8,27,15,7,12,15,76,10,7,4,2,24,3,4,11,11,56,5,15,7,6,3,12,3,1,4
"2011","E00065826","E00065826","Total",107,8,5,9,11,19,11,19,8,17,55,2,1,6,5,16,2,5,7,11,52,6,4,3,6,3,9,14,1,6
"2011","E00065832","E00065832","Total",118,13,11,18,5,18,16,13,8,16,63,6,5,12,1,16,2,2,8,11,55,7,6,6,4,2,14,11,0,5
"2011","E00065836","E00065836","Total",107,11,11,9,8,16,11,12,7,22,56,7,4,7,1,14,0,4,7,12,51,4,7,2,7,2,11,8,0,10
"2011","E00065837","E00065837","Total",160,14,6,8,9,23,39,17,11,33,77,8,2,5,1,20,6,6,9,20,83,6,4,3,8,3,33,11,2,13
"2011","E00065839","E00065839","Total",125,8,9,8,11,27,17,18,14,13,68,6,6,4,1,24,2,6,14,5,57,2,3,4,10,3,15,12,0,8
"2011","E00065167","E00065167","Total",198,36,52,20,16,30,14,6,8,16,104,31,15,11,3,25,2,3,5,9,94,5,37,9,13,5,12,3,3,7
"2011","E00065192","E00065192","Total",137,22,37,14,13,20,6,7,3,15,75,17,19,6,1,18,0,1,2,11,62,5,18,8,12,2,6,6,1,4
"2011","E00065193","E00065193","Total",122,13,17,15,24,18,8,6,7,14,61,8,6,10,6,15,0,3,7,6,61,5,11,5,18,3,8,3,0,8
"2011","E00065194","E00065194","Total",178,18,35,18,20,29,20,7,10,21,99,9,20,7,6,26,4,2,9,16,79,9,15,11,14,3,16,5,1,5
"2011","E00065195","E00065195","Total",150,26,16,20,14,19,20,9,9,17,81,20,9,8,2,16,5,5,9,7,69,6,7,12,12,3,15,4,0,10
"2011","E00065174","E00065174","Total",89,16,18,4,6,16,8,7,4,10,47,9,8,1,1,16,2,1,4,5,42,7,10,3,5,0,6,6,0,5
"2011","E00065180","E00065180","Total",204,29,19,62,18,20,11,11,11,23,119,23,8,49,2,19,0,4,7,7,85,6,11,13,16,1,11,7,4,16
"2011","E00065181","E00065181","Total",292,30,27,84,23,28,7,18,40,35,179,20,13,70,2,18,1,4,39,12,113,10,14,14,21,10,6,14,1,23
"2011","E00065190","E00065190","Total",168,23,38,20,15,23,13,7,13,16,89,16,18,9,5,21,0,2,13,5,79,7,20,11,10,2,13,5,0,11
"2011","E00065191","E00065191","Total",82,10,13,7,7,23,4,5,5,8,47,7,3,5,0,21,1,1,5,4,35,3,10,2,7,2,3,4,0,4
"2011","E00065170","E00065170","Total",190,29,55,33,15,20,11,11,5,11,99,20,25,17,2,19,3,3,5,5,91,9,30,16,13,1,8,8,0,6
"2011","E00065172","E00065172","Total",165,39,52,18,18,15,13,4,0,6,84,30,23,9,2,14,2,1,0,3,81,9,29,9,16,1,11,3,0,3
"2011","E00065173","E00065173","Total",176,22,44,22,27,18,15,8,7,13,87,16,23,15,3,15,1,2,7,5,89,6,21,7,24,3,14,6,0,8
"2011","E00065175","E00065175","Total",92,17,17,6,9,18,9,4,4,8,54,11,11,2,0,16,5,1,4,4,38,6,6,4,9,2,4,3,0,4
"2011","E00065176","E00065176","Total",63,8,15,9,4,9,6,1,5,6,35,6,5,4,1,8,3,1,4,3,28,2,10,5,3,1,3,0,1,3
"2011","E00065171","E00065171","Total",160,21,42,35,21,14,8,3,2,14,87,16,21,20,6,11,2,0,2,9,73,5,21,15,15,3,6,3,0,5
"2011","E00065177","E00065177","Total",133,14,32,23,22,13,9,7,3,10,70,12,14,16,5,12,1,2,2,6,63,2,18,7,17,1,8,5,1,4
"2011","E00065178","E00065178","Total",166,18,24,19,27,20,14,15,10,19,86,14,11,14,4,16,0,6,10,11,80,4,13,5,23,4,14,9,0,8
"2011","E00065179","E00065179","Total",187,24,39,28,26,25,12,10,9,14,102,15,21,14,10,23,1,3,7,8,85,9,18,14,16,2,11,7,2,6
"2011","E00065182","E00065182","Total",146,13,22,20,17,27,18,9,7,13,77,10,9,13,6,23,3,3,5,5,69,3,13,7,11,4,15,6,2,8
"2011","E00065200","E00065200","Total",161,26,34,18,16,20,16,11,7,13,86,17,16,12,4,18,3,3,6,7,75,9,18,6,12,2,13,8,1,6
"2011","E00065201","E00065201","Total",177,22,41,20,25,17,29,9,5,9,91,16,13,15,9,15,7,4,5,7,86,6,28,5,16,2,22,5,0,2
"2011","E00065202","E00065202","Total",124,18,33,17,17,13,10,5,5,6,60,12,10,12,4,12,2,1,5,2,64,6,23,5,13,1,8,4,0,4
"2011","E00065203","E00065203","Total",109,13,35,16,8,8,8,9,5,7,57,9,15,10,3,8,3,0,5,4,52,4,20,6,5,0,5,9,0,3
"2011","E00174851","E00174851","Total",174,29,27,24,17,33,13,9,6,16,86,19,8,15,3,27,1,2,6,5,88,10,19,9,14,6,12,7,0,11
"2011","E00174853","E00174853","Total",196,39,37,21,23,27,9,10,11,19,102,27,16,10,4,25,1,3,9,7,94,12,21,11,19,2,8,7,2,12
"2011","E00065183","E00065183","Total",207,23,43,34,30,26,14,17,10,10,105,17,17,22,4,21,2,6,9,7,102,6,26,12,26,5,12,11,1,3
