"date","geography","geography code","Rural Urban","Sex: All persons; Occupation: All categories: Occupation; measures: Value","Sex: All persons; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: All persons; Occupation: 2. Professional occupations; measures: Value","Sex: All persons; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: All persons; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: All persons; Occupation: 5. Skilled trades occupations; measures: Value","Sex: All persons; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: All persons; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: All persons; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: All persons; Occupation: 9. Elementary occupations; measures: Value","Sex: Males; Occupation: All categories: Occupation; measures: Value","Sex: Males; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Males; Occupation: 2. Professional occupations; measures: Value","Sex: Males; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Males; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Males; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Males; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Males; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Males; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Males; Occupation: 9. Elementary occupations; measures: Value","Sex: Females; Occupation: All categories: Occupation; measures: Value","Sex: Females; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Females; Occupation: 2. Professional occupations; measures: Value","Sex: Females; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Females; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Females; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Females; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Females; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Females; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Females; Occupation: 9. Elementary occupations; measures: Value"
"2011","E00037830","E00037830","Total",139,9,12,21,5,15,8,19,17,33,76,6,7,14,1,13,1,5,16,13,63,3,5,7,4,2,7,14,1,20
"2011","E00037839","E00037839","Total",168,23,22,18,25,24,16,15,10,15,88,20,11,7,4,22,2,4,10,8,80,3,11,11,21,2,14,11,0,7
"2011","E00037850","E00037850","Total",129,9,12,9,8,19,12,14,19,27,65,5,5,3,1,17,0,2,17,15,64,4,7,6,7,2,12,12,2,12
"2011","E00037857","E00037857","Total",200,29,13,26,22,23,20,24,26,17,111,18,9,13,2,22,1,10,26,10,89,11,4,13,20,1,19,14,0,7
"2011","E00037838","E00037838","Total",131,8,5,7,6,19,20,18,18,30,67,5,1,2,1,19,3,3,16,17,64,3,4,5,5,0,17,15,2,13
"2011","E00037853","E00037853","Total",105,5,2,11,5,14,10,16,17,25,52,4,0,4,0,12,1,3,17,11,53,1,2,7,5,2,9,13,0,14
"2011","E00037856","E00037856","Total",134,9,10,12,8,22,10,17,11,35,62,6,4,5,2,19,2,2,11,11,72,3,6,7,6,3,8,15,0,24
"2011","E00037862","E00037862","Total",133,11,6,5,12,21,16,20,17,25,65,8,1,2,2,18,2,4,13,15,68,3,5,3,10,3,14,16,4,10
"2011","E00037864","E00037864","Total",126,4,7,5,11,17,15,18,16,33,68,1,5,2,1,15,5,6,14,19,58,3,2,3,10,2,10,12,2,14
"2011","E00037833","E00037833","Total",101,3,2,5,8,15,14,15,8,31,56,2,0,4,1,14,4,3,7,21,45,1,2,1,7,1,10,12,1,10
"2011","E00037852","E00037852","Total",125,10,5,14,14,15,12,19,9,27,67,9,3,9,7,12,0,7,9,11,58,1,2,5,7,3,12,12,0,16
"2011","E00037860","E00037860","Total",100,7,5,6,5,17,13,8,16,23,57,3,2,4,0,16,2,2,14,14,43,4,3,2,5,1,11,6,2,9
"2011","E00037861","E00037861","Total",98,8,4,6,6,14,10,16,16,18,53,3,2,4,2,13,1,2,14,12,45,5,2,2,4,1,9,14,2,6
"2011","E00037866","E00037866","Total",118,6,3,7,14,13,17,17,10,31,61,3,2,4,3,12,2,5,8,22,57,3,1,3,11,1,15,12,2,9
"2011","E00037829","E00037829","Total",141,6,4,11,11,19,21,27,13,29,69,3,3,6,1,18,2,7,13,16,72,3,1,5,10,1,19,20,0,13
"2011","E00037832","E00037832","Total",165,14,11,11,12,30,19,18,25,25,93,9,3,6,2,24,2,4,24,19,72,5,8,5,10,6,17,14,1,6
"2011","E00037858","E00037858","Total",87,7,3,7,8,7,7,9,13,26,52,5,2,3,3,6,1,3,13,16,35,2,1,4,5,1,6,6,0,10
"2011","E00037859","E00037859","Total",153,6,5,12,12,30,19,23,20,26,80,2,0,9,2,28,2,6,17,14,73,4,5,3,10,2,17,17,3,12
"2011","E00037870","E00037870","Total",140,9,8,11,15,22,12,22,18,23,82,5,1,9,3,20,1,8,17,18,58,4,7,2,12,2,11,14,1,5
"2011","E00037831","E00037831","Total",158,8,12,14,9,20,21,24,22,28,85,5,7,7,0,19,4,6,21,16,73,3,5,7,9,1,17,18,1,12
"2011","E00037863","E00037863","Total",35,4,1,0,0,4,3,6,5,12,15,1,0,0,0,4,1,0,4,5,20,3,1,0,0,0,2,6,1,7
"2011","E00037867","E00037867","Total",65,2,4,3,2,9,9,14,8,14,35,1,3,3,1,9,0,3,7,8,30,1,1,0,1,0,9,11,1,6
"2011","E00037868","E00037868","Total",29,2,0,0,1,5,4,6,4,7,19,0,0,0,1,5,1,3,4,5,10,2,0,0,0,0,3,3,0,2
"2011","E00037869","E00037869","Total",101,5,6,7,8,15,12,13,11,24,55,4,2,4,0,13,2,2,11,17,46,1,4,3,8,2,10,11,0,7
"2011","E00038278","E00038278","Total",155,13,19,17,16,15,17,13,21,24,85,9,12,14,3,15,1,0,19,12,70,4,7,3,13,0,16,13,2,12
"2011","E00038312","E00038312","Total",167,15,13,15,21,23,13,14,20,33,92,8,6,9,3,22,0,5,20,19,75,7,7,6,18,1,13,9,0,14
"2011","E00038316","E00038316","Total",191,13,23,35,21,30,10,15,19,25,101,9,8,20,2,27,0,6,17,12,90,4,15,15,19,3,10,9,2,13
"2011","E00038317","E00038317","Total",211,19,32,35,20,25,21,17,24,18,112,13,11,24,1,21,1,8,23,10,99,6,21,11,19,4,20,9,1,8
"2011","E00038318","E00038318","Total",118,9,7,6,16,21,11,13,19,16,60,4,1,4,0,20,2,4,16,9,58,5,6,2,16,1,9,9,3,7
"2011","E00038280","E00038280","Total",71,4,1,3,3,11,10,11,13,15,35,3,0,2,1,11,0,2,12,4,36,1,1,1,2,0,10,9,1,11
"2011","E00038284","E00038284","Total",102,7,7,14,10,17,5,11,14,17,53,4,3,10,2,15,0,3,8,8,49,3,4,4,8,2,5,8,6,9
"2011","E00038287","E00038287","Total",135,11,7,19,12,21,22,17,14,12,68,8,2,10,2,19,2,5,13,7,67,3,5,9,10,2,20,12,1,5
"2011","E00038293","E00038293","Total",70,8,3,5,6,11,12,9,6,10,34,5,1,3,1,8,4,2,6,4,36,3,2,2,5,3,8,7,0,6
"2011","E00038322","E00038322","Total",114,4,7,8,6,17,12,16,9,35,63,3,3,6,2,17,2,2,9,19,51,1,4,2,4,0,10,14,0,16
"2011","E00038288","E00038288","Total",111,2,6,3,8,23,6,20,18,25,60,1,2,0,2,18,1,4,18,14,51,1,4,3,6,5,5,16,0,11
"2011","E00038296","E00038296","Total",135,12,8,7,8,24,15,12,19,30,68,7,1,4,1,22,4,0,15,14,67,5,7,3,7,2,11,12,4,16
"2011","E00038311","E00038311","Total",149,6,5,7,11,22,20,20,19,39,79,3,2,5,2,19,3,6,17,22,70,3,3,2,9,3,17,14,2,17
"2011","E00038321","E00038321","Total",150,8,7,6,8,23,19,29,20,30,85,5,3,3,3,23,2,7,20,19,65,3,4,3,5,0,17,22,0,11
"2011","E00038276","E00038276","Total",180,26,26,16,30,25,19,11,17,10,92,15,16,10,4,21,3,2,15,6,88,11,10,6,26,4,16,9,2,4
"2011","E00038277","E00038277","Total",149,16,25,14,22,16,14,13,15,14,77,11,13,7,2,16,2,4,15,7,72,5,12,7,20,0,12,9,0,7
"2011","E00038306","E00038306","Total",142,11,17,22,16,19,17,8,21,11,76,10,8,12,2,17,3,2,18,4,66,1,9,10,14,2,14,6,3,7
"2011","E00038307","E00038307","Total",126,15,16,16,14,21,16,7,10,11,70,14,5,12,1,19,2,1,9,7,56,1,11,4,13,2,14,6,1,4
"2011","E00038308","E00038308","Total",93,14,11,9,12,9,10,12,12,4,45,9,4,5,1,9,1,4,9,3,48,5,7,4,11,0,9,8,3,1
"2011","E00038295","E00038295","Total",125,8,10,10,12,17,13,19,18,18,66,5,4,7,2,15,3,4,17,9,59,3,6,3,10,2,10,15,1,9
"2011","E00038298","E00038298","Total",129,11,9,15,12,20,13,17,15,17,70,6,3,11,1,19,0,5,14,11,59,5,6,4,11,1,13,12,1,6
"2011","E00038300","E00038300","Total",128,4,20,17,17,17,8,16,15,14,65,3,9,8,6,16,1,5,12,5,63,1,11,9,11,1,7,11,3,9
"2011","E00038301","E00038301","Total",133,8,15,14,11,26,18,10,12,19,74,7,6,8,3,24,3,3,11,9,59,1,9,6,8,2,15,7,1,10
"2011","E00038302","E00038302","Total",137,11,15,18,14,20,11,16,19,13,79,9,10,10,2,18,1,4,17,8,58,2,5,8,12,2,10,12,2,5
"2011","E00038313","E00038313","Total",105,5,5,5,8,14,14,16,11,27,56,3,3,5,2,14,1,6,9,13,49,2,2,0,6,0,13,10,2,14
"2011","E00038314","E00038314","Total",165,13,16,9,16,18,18,21,19,35,85,7,7,5,3,17,7,7,13,19,80,6,9,4,13,1,11,14,6,16
"2011","E00038315","E00038315","Total",113,10,4,10,13,17,7,14,14,24,59,6,2,7,2,14,2,3,13,10,54,4,2,3,11,3,5,11,1,14
"2011","E00038320","E00038320","Total",105,5,2,3,7,17,11,17,17,26,58,3,1,2,1,16,2,4,16,13,47,2,1,1,6,1,9,13,1,13
"2011","E00038611","E00038611","Total",250,25,25,29,26,37,27,25,24,32,126,15,10,16,5,31,2,7,21,19,124,10,15,13,21,6,25,18,3,13
"2011","E00038636","E00038636","Total",134,8,17,19,10,19,16,18,12,15,68,4,11,10,0,17,1,7,10,8,66,4,6,9,10,2,15,11,2,7
"2011","E00038637","E00038637","Total",175,13,23,28,23,24,17,16,13,18,84,6,8,17,3,20,1,5,12,12,91,7,15,11,20,4,16,11,1,6
"2011","E00038638","E00038638","Total",200,14,34,19,32,31,19,20,17,14,107,11,15,14,4,27,3,8,17,8,93,3,19,5,28,4,16,12,0,6
"2011","E00038618","E00038618","Total",187,15,27,22,33,25,13,15,14,23,94,9,14,16,5,21,2,1,13,13,93,6,13,6,28,4,11,14,1,10
"2011","E00038620","E00038620","Total",221,17,46,40,29,26,10,28,10,15,114,14,17,27,6,26,2,4,9,9,107,3,29,13,23,0,8,24,1,6
"2011","E00038621","E00038621","Total",83,7,8,14,4,10,8,13,9,10,41,5,2,9,0,9,1,2,9,4,42,2,6,5,4,1,7,11,0,6
"2011","E00038622","E00038622","Total",147,11,26,13,16,27,13,5,19,17,82,8,9,6,5,24,1,1,18,10,65,3,17,7,11,3,12,4,1,7
"2011","E00038625","E00038625","Total",146,14,32,21,21,13,11,10,13,11,74,10,11,9,6,12,4,3,12,7,72,4,21,12,15,1,7,7,1,4
"2011","E00038612","E00038612","Total",145,15,16,11,22,18,12,23,14,14,72,7,8,7,7,15,3,4,12,9,73,8,8,4,15,3,9,19,2,5
"2011","E00038613","E00038613","Total",71,3,5,3,12,8,14,6,5,15,33,1,2,1,4,7,3,1,4,10,38,2,3,2,8,1,11,5,1,5
"2011","E00038619","E00038619","Total",109,7,11,20,21,14,9,12,7,8,51,7,4,10,2,12,2,4,6,4,58,0,7,10,19,2,7,8,1,4
"2011","E00038623","E00038623","Total",115,4,7,9,19,14,13,11,19,19,59,2,2,5,4,13,1,3,18,11,56,2,5,4,15,1,12,8,1,8
"2011","E00038624","E00038624","Total",123,9,6,9,12,20,12,16,16,23,62,4,4,6,1,16,1,4,15,11,61,5,2,3,11,4,11,12,1,12
"2011","E00038614","E00038614","Total",126,12,19,15,12,19,15,10,7,17,69,10,9,7,2,18,4,5,6,8,57,2,10,8,10,1,11,5,1,9
"2011","E00038617","E00038617","Total",312,34,44,42,33,33,34,34,29,29,154,22,16,22,5,30,3,13,29,14,158,12,28,20,28,3,31,21,0,15
"2011","E00038627","E00038627","Total",126,23,26,18,15,16,8,10,8,2,70,16,12,10,3,16,1,3,8,1,56,7,14,8,12,0,7,7,0,1
"2011","E00038630","E00038630","Total",127,9,19,12,16,19,14,8,7,23,65,7,10,7,1,18,1,2,7,12,62,2,9,5,15,1,13,6,0,11
"2011","E00038632","E00038632","Total",312,46,58,52,44,34,20,22,18,18,154,29,24,29,3,33,3,6,17,10,158,17,34,23,41,1,17,16,1,8
"2011","E00038616","E00038616","Total",107,13,16,15,16,19,10,4,6,8,59,8,8,11,3,18,1,1,5,4,48,5,8,4,13,1,9,3,1,4
"2011","E00038626","E00038626","Total",99,13,12,7,11,15,8,8,8,17,54,10,4,5,1,15,3,3,8,5,45,3,8,2,10,0,5,5,0,12
"2011","E00038628","E00038628","Total",96,8,16,9,11,11,6,12,15,8,52,6,6,5,3,11,1,4,13,3,44,2,10,4,8,0,5,8,2,5
"2011","E00038629","E00038629","Total",89,7,12,11,5,15,8,7,14,10,53,4,7,6,0,15,3,1,13,4,36,3,5,5,5,0,5,6,1,6
"2011","E00038631","E00038631","Total",163,17,32,16,12,30,15,10,11,20,86,10,15,8,2,27,2,1,11,10,77,7,17,8,10,3,13,9,0,10
"2011","E00038615","E00038615","Total",154,18,21,26,17,18,16,18,10,10,82,14,9,17,5,16,3,4,9,5,72,4,12,9,12,2,13,14,1,5
"2011","E00038633","E00038633","Total",98,8,10,13,17,14,10,2,12,12,52,4,3,10,2,14,2,0,12,5,46,4,7,3,15,0,8,2,0,7
"2011","E00038634","E00038634","Total",83,13,7,7,12,7,13,12,4,8,46,11,3,5,1,7,2,6,4,7,37,2,4,2,11,0,11,6,0,1
"2011","E00038635","E00038635","Total",227,31,47,28,43,30,11,13,14,10,117,23,17,16,9,30,0,5,12,5,110,8,30,12,34,0,11,8,2,5
"2011","E00038286","E00038286","Total",150,18,28,16,17,24,18,10,8,11,72,15,9,7,3,21,1,5,7,4,78,3,19,9,14,3,17,5,1,7
"2011","E00038289","E00038289","Total",300,47,50,46,38,32,24,26,18,19,158,29,21,29,8,29,3,8,17,14,142,18,29,17,30,3,21,18,1,5
"2011","E00038294","E00038294","Total",129,20,20,22,11,19,14,10,4,9,83,15,12,20,1,19,3,4,3,6,46,5,8,2,10,0,11,6,1,3
"2011","E00038310","E00038310","Total",124,12,15,18,15,21,12,16,7,8,66,8,5,12,3,18,3,5,7,5,58,4,10,6,12,3,9,11,0,3
"2011","E00038319","E00038319","Total",166,15,25,12,16,24,18,23,18,15,86,11,9,8,5,20,2,10,16,5,80,4,16,4,11,4,16,13,2,10
"2011","E00038274","E00038274","Total",156,27,24,19,18,20,14,9,14,11,82,19,9,10,3,20,1,3,11,6,74,8,15,9,15,0,13,6,3,5
"2011","E00038309","E00038309","Total",135,26,15,14,17,17,15,8,10,13,77,19,6,8,3,17,4,3,9,8,58,7,9,6,14,0,11,5,1,5
"2011","E00172382","E00172382","Total",545,40,9,38,20,136,20,16,42,224,494,33,5,28,10,136,15,10,40,217,51,7,4,10,10,0,5,6,2,7
"2011","E00172401","E00172401","Total",66,5,1,11,6,6,8,7,7,15,31,1,0,7,2,6,2,0,7,6,35,4,1,4,4,0,6,7,0,9
"2011","E00038279","E00038279","Total",153,19,21,11,25,25,8,17,11,16,85,15,14,5,5,23,1,4,10,8,68,4,7,6,20,2,7,13,1,8
"2011","E00038281","E00038281","Total",154,8,10,22,17,27,20,9,15,26,80,4,7,15,5,20,0,3,12,14,74,4,3,7,12,7,20,6,3,12
"2011","E00038285","E00038285","Total",151,10,22,15,17,25,16,18,9,19,85,7,11,11,2,23,2,6,9,14,66,3,11,4,15,2,14,12,0,5
"2011","E00038291","E00038291","Total",144,13,22,21,17,15,12,14,19,11,76,8,12,13,2,14,2,2,17,6,68,5,10,8,15,1,10,12,2,5
"2011","E00038292","E00038292","Total",106,12,17,13,7,7,5,18,12,15,54,8,9,8,1,7,2,2,10,7,52,4,8,5,6,0,3,16,2,8
"2011","E00038282","E00038282","Total",158,23,17,22,23,28,11,16,9,9,79,14,8,11,3,24,0,4,9,6,79,9,9,11,20,4,11,12,0,3
"2011","E00038290","E00038290","Total",230,37,13,22,16,45,11,19,21,46,158,23,7,12,2,43,5,10,20,36,72,14,6,10,14,2,6,9,1,10
"2011","E00038297","E00038297","Total",114,10,16,7,11,23,11,12,9,15,60,4,8,4,0,22,2,2,8,10,54,6,8,3,11,1,9,10,1,5
"2011","E00038275","E00038275","Total",147,25,13,20,20,24,7,14,10,14,81,16,5,12,3,23,0,5,9,8,66,9,8,8,17,1,7,9,1,6
"2011","E00038283","E00038283","Total",158,19,23,23,25,22,11,10,10,15,81,10,7,14,5,21,3,2,9,10,77,9,16,9,20,1,8,8,1,5
"2011","E00038299","E00038299","Total",128,16,15,14,16,20,10,10,15,12,75,13,6,11,3,18,0,5,11,8,53,3,9,3,13,2,10,5,4,4
"2011","E00038303","E00038303","Total",137,10,14,14,12,20,8,20,18,21,75,8,7,6,2,15,1,7,18,11,62,2,7,8,10,5,7,13,0,10
"2011","E00038305","E00038305","Total",112,9,14,13,14,17,14,11,9,11,56,6,7,6,4,15,2,1,9,6,56,3,7,7,10,2,12,10,0,5
"2011","E00037843","E00037843","Total",162,7,11,8,11,12,20,27,25,41,88,2,7,6,2,10,6,9,23,23,74,5,4,2,9,2,14,18,2,18
"2011","E00037872","E00037872","Total",76,6,1,3,7,7,15,11,12,14,31,4,0,2,1,5,1,3,10,5,45,2,1,1,6,2,14,8,2,9
"2011","E00037876","E00037876","Total",105,7,6,11,10,14,9,10,18,20,60,5,1,10,2,13,1,2,15,11,45,2,5,1,8,1,8,8,3,9
"2011","E00037878","E00037878","Total",158,14,21,16,21,20,20,10,21,15,87,9,10,11,4,19,5,3,17,9,71,5,11,5,17,1,15,7,4,6
"2011","E00037881","E00037881","Total",129,5,5,11,9,18,17,12,15,37,64,3,2,7,2,14,1,2,15,18,65,2,3,4,7,4,16,10,0,19
"2011","E00037836","E00037836","Total",101,8,5,9,12,14,8,20,9,16,50,4,2,6,1,14,0,6,7,10,51,4,3,3,11,0,8,14,2,6
"2011","E00037871","E00037871","Total",135,16,8,16,11,17,17,16,15,19,72,8,3,10,1,17,4,6,12,11,63,8,5,6,10,0,13,10,3,8
"2011","E00037875","E00037875","Total",101,6,8,3,9,16,13,8,12,26,49,4,4,3,2,13,1,3,11,8,52,2,4,0,7,3,12,5,1,18
"2011","E00037879","E00037879","Total",142,11,15,12,14,18,25,13,14,20,75,6,9,7,6,15,6,4,10,12,67,5,6,5,8,3,19,9,4,8
"2011","E00037880","E00037880","Total",131,4,8,9,10,20,17,25,20,18,74,2,2,8,2,20,4,5,20,11,57,2,6,1,8,0,13,20,0,7
"2011","E00037842","E00037842","Total",121,7,8,5,3,19,21,18,16,24,64,2,4,4,0,17,3,5,14,15,57,5,4,1,3,2,18,13,2,9
"2011","E00037844","E00037844","Total",102,5,2,5,6,4,17,15,26,22,65,3,0,4,4,4,2,8,25,15,37,2,2,1,2,0,15,7,1,7
"2011","E00037848","E00037848","Total",109,4,5,11,10,12,16,19,9,23,50,2,1,7,3,9,3,3,8,14,59,2,4,4,7,3,13,16,1,9
"2011","E00037877","E00037877","Total",146,12,6,8,11,22,22,23,10,32,71,8,3,2,2,20,4,4,10,18,75,4,3,6,9,2,18,19,0,14
"2011","E00037882","E00037882","Total",116,11,3,7,16,7,20,13,14,25,56,4,1,5,1,7,5,3,13,17,60,7,2,2,15,0,15,10,1,8
"2011","E00037841","E00037841","Total",132,6,2,16,11,21,15,17,17,27,75,4,0,7,2,20,4,3,17,18,57,2,2,9,9,1,11,14,0,9
"2011","E00037845","E00037845","Total",144,10,11,7,19,24,11,22,14,26,76,4,4,6,4,24,1,7,11,15,68,6,7,1,15,0,10,15,3,11
"2011","E00037846","E00037846","Total",169,10,7,10,9,23,29,26,23,32,93,8,3,5,2,23,5,6,18,23,76,2,4,5,7,0,24,20,5,9
"2011","E00037847","E00037847","Total",137,10,5,13,11,20,12,16,21,29,74,6,1,7,1,19,2,6,18,14,63,4,4,6,10,1,10,10,3,15
"2011","E00037849","E00037849","Total",90,9,7,11,5,11,11,5,14,17,50,4,4,8,0,9,3,1,12,9,40,5,3,3,5,2,8,4,2,8
"2011","E00037834","E00037834","Total",251,31,45,39,26,31,18,20,17,24,131,21,24,20,4,27,2,5,15,13,120,10,21,19,22,4,16,15,2,11
"2011","E00037835","E00037835","Total",112,18,14,15,14,13,12,8,8,10,58,12,7,8,3,10,1,3,8,6,54,6,7,7,11,3,11,5,0,4
"2011","E00037840","E00037840","Total",179,19,14,12,35,34,13,18,11,23,90,9,6,8,4,32,2,7,10,12,89,10,8,4,31,2,11,11,1,11
"2011","E00037873","E00037873","Total",111,18,11,17,15,9,12,17,10,2,62,13,4,11,4,9,2,8,10,1,49,5,7,6,11,0,10,9,0,1
"2011","E00037874","E00037874","Total",196,22,23,29,28,19,22,18,22,13,103,15,12,14,5,17,7,4,19,10,93,7,11,15,23,2,15,14,3,3
"2011","E00038035","E00038035","Total",32,3,3,0,3,9,7,1,2,4,16,2,2,0,0,6,1,0,2,3,16,1,1,0,3,3,6,1,0,1
"2011","E00038055","E00038055","Total",173,12,11,12,16,30,11,17,23,41,101,7,5,7,2,26,0,7,21,26,72,5,6,5,14,4,11,10,2,15
"2011","E00038057","E00038057","Total",169,7,6,11,9,28,17,27,22,42,95,2,4,5,1,25,2,11,19,26,74,5,2,6,8,3,15,16,3,16
"2011","E00038058","E00038058","Total",148,6,11,11,13,25,17,14,20,31,76,2,6,5,0,22,3,2,18,18,72,4,5,6,13,3,14,12,2,13
"2011","E00038060","E00038060","Total",171,13,8,11,13,29,14,21,27,35,97,7,5,6,1,26,2,8,23,19,74,6,3,5,12,3,12,13,4,16
"2011","E00038034","E00038034","Total",109,9,2,5,4,16,12,12,17,32,57,5,1,2,2,10,2,2,15,18,52,4,1,3,2,6,10,10,2,14
"2011","E00038039","E00038039","Total",91,8,4,4,6,6,7,14,12,30,46,6,2,1,1,5,0,4,11,16,45,2,2,3,5,1,7,10,1,14
"2011","E00038043","E00038043","Total",127,4,7,3,10,10,13,18,17,45,72,4,5,1,2,8,1,4,16,31,55,0,2,2,8,2,12,14,1,14
"2011","E00038059","E00038059","Total",146,15,8,9,10,20,10,14,23,37,77,8,4,4,4,18,2,1,20,16,69,7,4,5,6,2,8,13,3,21
"2011","E00038027","E00038027","Total",142,3,8,16,8,22,16,18,20,31,72,2,3,9,0,20,3,2,16,17,70,1,5,7,8,2,13,16,4,14
"2011","E00038032","E00038032","Total",143,7,7,17,8,14,15,25,17,33,77,5,2,11,2,14,3,8,16,16,66,2,5,6,6,0,12,17,1,17
"2011","E00038036","E00038036","Total",85,1,5,4,5,17,17,7,14,15,52,0,1,3,2,14,5,4,13,10,33,1,4,1,3,3,12,3,1,5
"2011","E00038038","E00038038","Total",155,7,8,8,7,17,22,28,22,36,76,2,2,5,3,13,3,6,19,23,79,5,6,3,4,4,19,22,3,13
"2011","E00038030","E00038030","Total",119,5,5,5,9,15,6,20,20,34,64,2,3,2,0,13,1,6,18,19,55,3,2,3,9,2,5,14,2,15
"2011","E00038045","E00038045","Total",141,8,4,12,13,16,25,19,19,25,70,3,1,7,2,14,3,4,18,18,71,5,3,5,11,2,22,15,1,7
"2011","E00038047","E00038047","Total",118,8,6,4,14,19,15,14,10,28,59,5,4,1,3,16,1,5,9,15,59,3,2,3,11,3,14,9,1,13
"2011","E00038049","E00038049","Total",105,7,2,1,5,11,9,17,15,38,57,3,1,1,0,9,3,4,12,24,48,4,1,0,5,2,6,13,3,14
"2011","E00038051","E00038051","Total",124,5,9,9,4,15,14,22,19,27,64,3,5,3,2,14,3,7,12,15,60,2,4,6,2,1,11,15,7,12
"2011","E00038033","E00038033","Total",110,6,6,4,15,16,12,12,18,21,61,4,3,3,5,15,1,5,15,10,49,2,3,1,10,1,11,7,3,11
"2011","E00038040","E00038040","Total",109,4,4,6,11,12,21,3,13,35,53,3,2,4,2,10,2,2,11,17,56,1,2,2,9,2,19,1,2,18
"2011","E00038042","E00038042","Total",91,8,8,9,8,5,11,14,8,20,45,6,4,4,1,4,2,6,8,10,46,2,4,5,7,1,9,8,0,10
"2011","E00038046","E00038046","Total",107,11,6,6,11,8,6,11,14,34,52,4,2,4,0,7,0,6,12,17,55,7,4,2,11,1,6,5,2,17
"2011","E00038050","E00038050","Total",87,3,3,6,2,14,16,17,8,18,47,1,1,5,0,11,5,4,8,12,40,2,2,1,2,3,11,13,0,6
"2011","E00038062","E00038062","Total",113,9,13,10,8,8,14,11,16,24,57,4,7,5,2,6,0,4,16,13,56,5,6,5,6,2,14,7,0,11
"2011","E00038031","E00038031","Total",218,21,10,19,34,29,28,21,26,30,116,14,5,12,6,26,5,3,26,19,102,7,5,7,28,3,23,18,0,11
"2011","E00038048","E00038048","Total",59,3,3,7,8,5,8,12,10,3,29,3,1,3,1,5,2,3,9,2,30,0,2,4,7,0,6,9,1,1
"2011","E00038052","E00038052","Total",208,28,16,18,18,21,28,23,26,30,105,18,9,10,1,20,3,6,25,13,103,10,7,8,17,1,25,17,1,17
"2011","E00038053","E00038053","Total",131,10,8,11,24,10,15,14,16,23,69,7,3,7,7,9,2,4,15,15,62,3,5,4,17,1,13,10,1,8
"2011","E00038054","E00038054","Total",103,8,6,15,10,13,15,8,15,13,54,5,4,8,1,12,2,0,15,7,49,3,2,7,9,1,13,8,0,6
"2011","E00038025","E00038025","Total",224,28,14,15,30,41,20,19,29,28,109,18,8,7,1,36,1,2,23,13,115,10,6,8,29,5,19,17,6,15
"2011","E00038026","E00038026","Total",141,10,5,8,18,21,16,12,21,30,78,5,3,6,5,18,0,1,20,20,63,5,2,2,13,3,16,11,1,10
"2011","E00038056","E00038056","Total",100,7,3,5,10,16,12,11,13,23,46,3,2,3,3,13,2,2,9,9,54,4,1,2,7,3,10,9,4,14
"2011","E00038061","E00038061","Total",133,5,5,10,9,17,18,15,13,41,61,1,3,6,2,15,2,3,11,18,72,4,2,4,7,2,16,12,2,23
"2011","E00037928","E00037928","Total",169,26,31,25,25,9,17,16,10,10,90,18,16,20,4,9,1,6,7,9,79,8,15,5,21,0,16,10,3,1
"2011","E00037929","E00037929","Total",249,34,53,35,32,19,23,15,15,23,137,24,28,21,9,18,6,4,14,13,112,10,25,14,23,1,17,11,1,10
"2011","E00037931","E00037931","Total",147,14,22,14,21,18,18,13,13,14,77,10,10,9,5,18,3,3,13,6,70,4,12,5,16,0,15,10,0,8
"2011","E00037932","E00037932","Total",174,10,32,23,18,18,25,19,11,18,86,4,13,14,5,18,3,7,9,13,88,6,19,9,13,0,22,12,2,5
"2011","E00037938","E00037938","Total",146,10,23,20,22,21,11,17,8,14,71,6,10,13,3,20,2,3,6,8,75,4,13,7,19,1,9,14,2,6
"2011","E00037927","E00037927","Total",136,10,13,15,14,23,12,13,16,20,73,7,6,10,2,22,2,2,15,7,63,3,7,5,12,1,10,11,1,13
"2011","E00037930","E00037930","Total",17,1,1,1,2,4,4,1,0,3,13,1,1,1,0,4,2,1,0,3,4,0,0,0,2,0,2,0,0,0
"2011","E00037933","E00037933","Total",160,17,21,14,22,18,11,20,21,16,85,8,13,11,2,17,1,6,19,8,75,9,8,3,20,1,10,14,2,8
"2011","E00037936","E00037936","Total",168,17,11,14,18,23,21,19,18,27,83,9,5,8,4,21,4,3,16,13,85,8,6,6,14,2,17,16,2,14
